#Network: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/facebook_899/facebook_899.txt
#Nodes: 899	Edges: 7089
#NodeId	Degree	Closeness	Betweennes	EigenVector	NetworkConstraint	ClusteringCoefficient	PageRank	HubScore	AuthorityScore
579	11.000000	0.352433	499.647646	0.013187	0.099467	0.036364	0.000167	0.025323	0.000000
580	2.000000	0.284357	31.136892	0.000953	0.530217	0.000000	0.000167	0.001454	0.000000
581	27.000000	0.399822	2289.822734	0.034200	0.044066	0.037037	0.000167	0.054291	0.000000
582	6.000000	0.336078	127.373406	0.007271	0.177304	0.000000	0.000167	0.011480	0.000000
583	2.000000	0.325009	1.127131	0.004721	0.511959	0.000000	0.000167	0.007300	0.000000
584	2.000000	0.280275	4.564511	0.000864	0.541273	0.000000	0.000167	0.001165	0.000000
585	1.000000	0.242441	0.000000	0.000124	1.222222	0.000000	0.000167	0.000066	0.000000
586	2.000000	0.305546	9.825009	0.002459	0.536941	0.000000	0.000167	0.002184	0.000000
587	1.000000	0.305338	0.000000	0.002838	1.014082	0.000000	0.000167	0.005556	0.000000
588	6.000000	0.340023	156.068139	0.008614	0.178403	0.066667	0.000167	0.015096	0.000000
589	1.000000	0.297647	0.000000	0.001949	1.015381	0.000000	0.000167	0.004509	0.000000
590	5.000000	0.322905	17.742457	0.006434	0.217982	0.100000	0.000167	0.008824	0.000000
591	6.000000	0.331121	78.298410	0.006001	0.178061	0.000000	0.000167	0.007031	0.000000
592	14.000000	0.368335	783.423464	0.017795	0.077368	0.010989	0.000167	0.029769	0.000000
593	6.000000	0.327977	103.243489	0.005948	0.177301	0.066667	0.000167	0.008483	0.000000
594	1.000000	0.279142	0.000000	0.000853	1.033294	0.000000	0.000167	0.000807	0.000000
595	15.000000	0.371381	448.840099	0.022443	0.074908	0.066667	0.000167	0.035709	0.000000
596	29.000000	0.401610	2086.230770	0.041500	0.041931	0.051724	0.000167	0.063005	0.000000
597	3.000000	0.333457	48.814353	0.005872	0.347729	0.000000	0.000167	0.010846	0.000000
598	2.000000	0.289211	2.011292	0.001657	0.528594	0.000000	0.000167	0.001888	0.000000
599	15.000000	0.362682	434.225809	0.019506	0.074003	0.009524	0.000167	0.035673	0.000000
600	8.000000	0.369395	413.341353	0.021685	0.136911	0.178571	0.000167	0.038212	0.000000
601	7.000000	0.340668	69.770280	0.010540	0.151165	0.047619	0.000167	0.019972	0.000000
602	14.000000	0.350644	413.977322	0.014689	0.082862	0.043956	0.000167	0.021673	0.000000
603	15.000000	0.388913	852.471866	0.025502	0.073737	0.057143	0.000167	0.041530	0.000000
604	3.000000	0.310619	18.305966	0.003080	0.362642	0.333333	0.000167	0.004148	0.000000
605	13.000000	0.368335	444.134695	0.019443	0.086863	0.089744	0.000167	0.029946	0.000000
606	12.000000	0.362975	227.271296	0.019780	0.091085	0.030303	0.000167	0.038936	0.000000
607	47.000000	0.427619	4246.756548	0.072668	0.028454	0.066605	0.000167	0.123011	0.000000
608	1.000000	0.283102	0.000000	0.001042	1.045351	0.000000	0.000167	0.001460	0.000000
609	10.000000	0.373855	301.123044	0.020300	0.108396	0.066667	0.000167	0.035279	0.000000
610	15.000000	0.352295	534.828863	0.012586	0.075190	0.028571	0.000167	0.022970	0.000000
611	13.000000	0.367581	872.450365	0.016671	0.088058	0.076923	0.000167	0.028771	0.000000
612	1.000000	0.236191	0.000000	0.000086	1.187500	0.000000	0.000167	0.000144	0.000000
613	1.000000	0.257454	0.000000	0.000340	1.090000	0.000000	0.000167	0.000068	0.000000
614	1.000000	0.255986	0.000000	0.000286	1.066327	0.000000	0.000167	0.000482	0.000000
615	8.000000	0.371381	145.625967	0.020826	0.129210	0.000000	0.000167	0.042884	0.000000
616	22.000000	0.407626	1026.793446	0.044640	0.054117	0.116883	0.000167	0.074913	0.000000
617	9.000000	0.372305	110.235473	0.024488	0.126918	0.305556	0.000167	0.034291	0.000000
618	20.000000	0.397345	958.420048	0.036312	0.057435	0.068421	0.000167	0.065988	0.000000
619	7.000000	0.349009	101.913876	0.013190	0.153275	0.095238	0.000167	0.025474	0.000000
620	9.000000	0.349416	250.688383	0.010562	0.117782	0.027778	0.000167	0.017897	0.000000
621	8.000000	0.337214	215.998139	0.009018	0.135947	0.000000	0.000167	0.016986	0.000000
622	15.000000	0.379544	771.475738	0.024860	0.078472	0.123810	0.000167	0.042332	0.000000
623	12.000000	0.368033	576.783256	0.018208	0.091455	0.015152	0.000167	0.030384	0.000000
624	27.000000	0.402871	1973.342303	0.041854	0.044077	0.056980	0.000167	0.076713	0.000000
625	28.000000	0.421794	1884.387586	0.059248	0.043442	0.111111	0.000167	0.104332	0.000000
626	1.000000	0.290992	0.000000	0.001333	1.039931	0.000000	0.000167	0.001059	0.000000
627	11.000000	0.389588	204.699436	0.028053	0.100160	0.163636	0.000167	0.044969	0.000000
628	16.000000	0.379704	685.147836	0.021166	0.070618	0.066667	0.000167	0.023442	0.000000
629	18.000000	0.376204	693.281712	0.027549	0.064277	0.065359	0.000167	0.045707	0.000000
630	17.000000	0.385573	1528.344535	0.027312	0.068661	0.066176	0.000167	0.049290	0.000000
631	12.000000	0.359056	309.744290	0.015696	0.090772	0.030303	0.000167	0.023115	0.000000
632	5.000000	0.344457	106.452888	0.008580	0.212236	0.100000	0.000167	0.014279	0.000000
633	12.000000	0.376994	433.467695	0.021952	0.090396	0.060606	0.000167	0.038467	0.000000
634	6.000000	0.350918	234.465486	0.011011	0.177743	0.133333	0.000167	0.018525	0.000000
635	4.000000	0.346852	88.803863	0.009235	0.263331	0.166667	0.000167	0.018034	0.000000
636	8.000000	0.340023	279.427918	0.007630	0.137612	0.035714	0.000167	0.013895	0.000000
637	5.000000	0.338102	77.192657	0.008772	0.209386	0.000000	0.000167	0.015109	0.000000
638	1.000000	0.270075	0.000000	0.000586	1.071006	0.000000	0.000167	0.000044	0.000000
639	1.000000	0.269913	0.000000	0.000650	1.055363	0.000000	0.000167	0.001435	0.000000
640	6.000000	0.346584	86.259146	0.010678	0.186788	0.133333	0.000167	0.019994	0.000000
641	1.000000	0.278795	0.000000	0.000798	1.045351	0.000000	0.000167	0.000163	0.000000
642	1.000000	0.292413	0.000000	0.001832	1.026297	0.000000	0.000167	0.000054	0.000000
643	7.000000	0.354941	47.801519	0.014087	0.157068	0.190476	0.000167	0.022419	0.000000
644	1.000000	0.282390	0.000000	0.001124	1.033294	0.000000	0.000167	0.002027	0.000000
645	2.000000	0.320371	7.009994	0.004328	0.517643	0.000000	0.000167	0.006305	0.000000
646	4.000000	0.323954	34.825818	0.005163	0.263839	0.000000	0.000167	0.008786	0.000000
647	6.000000	0.358197	92.110652	0.013878	0.179853	0.200000	0.000167	0.023683	0.000000
648	3.000000	0.320143	9.624114	0.004103	0.346186	0.000000	0.000167	0.003719	0.000000
649	30.000000	0.390605	1588.207696	0.041588	0.042077	0.052874	0.000167	0.076383	0.000000
650	28.000000	0.396643	1584.737143	0.040621	0.044637	0.047619	0.000167	0.075325	0.000000
651	2.000000	0.326427	0.000000	0.005916	0.533159	1.000000	0.000167	0.009223	0.000000
652	6.000000	0.335325	47.073064	0.007903	0.175448	0.000000	0.000167	0.011807	0.000000
653	1.000000	0.294137	0.000000	0.001607	1.029385	0.000000	0.000167	0.002644	0.000000
654	1.000000	0.287728	0.000000	0.001447	1.021728	0.000000	0.000167	0.002461	0.000000
655	1.000000	0.273197	0.000000	0.000755	1.058594	0.000000	0.000167	0.001464	0.000000
656	24.000000	0.397873	1440.458373	0.035087	0.050404	0.079710	0.000167	0.053307	0.000000
657	16.000000	0.372151	1273.934203	0.020510	0.069984	0.050000	0.000167	0.033439	0.000000
658	2.000000	0.305338	4.840335	0.002572	0.519214	0.000000	0.000167	0.003242	0.000000
659	23.000000	0.379704	1757.422625	0.023682	0.050727	0.023715	0.000167	0.038801	0.000000
660	18.000000	0.388913	1265.107170	0.026739	0.063325	0.078431	0.000167	0.033130	0.000000
661	1.000000	0.262113	0.000000	0.000425	1.090000	0.000000	0.000167	0.000636	0.000000
662	6.000000	0.366232	36.071988	0.018208	0.178558	0.266667	0.000167	0.029414	0.000000
663	7.000000	0.357626	96.689429	0.015423	0.149954	0.047619	0.000167	0.024308	0.000000
664	1.000000	0.284718	0.000000	0.001154	1.033294	0.000000	0.000167	0.001937	0.000000
665	2.000000	0.302663	5.632861	0.002273	0.518258	0.000000	0.000167	0.003742	0.000000
666	4.000000	0.321403	50.409205	0.004288	0.279462	0.166667	0.000167	0.003658	0.000000
667	1.000000	0.292128	0.000000	0.001414	1.021728	0.000000	0.000167	0.002524	0.000000
668	1.000000	0.315309	0.000000	0.003528	1.010308	0.000000	0.000167	0.006198	0.000000
669	5.000000	0.346451	72.189546	0.009822	0.206063	0.000000	0.000167	0.014541	0.000000
670	9.000000	0.363563	407.154877	0.015661	0.119366	0.111111	0.000167	0.027383	0.000000
671	10.000000	0.373234	220.878474	0.023292	0.106763	0.066667	0.000167	0.042737	0.000000
672	4.000000	0.328697	16.415825	0.006748	0.260151	0.000000	0.000167	0.012079	0.000000
673	12.000000	0.357626	528.358686	0.014064	0.092286	0.045455	0.000167	0.021584	0.000000
674	3.000000	0.320944	6.932677	0.004875	0.354677	0.333333	0.000167	0.007409	0.000000
675	2.000000	0.304613	1.949553	0.002668	0.520250	0.000000	0.000167	0.002683	0.000000
676	9.000000	0.332346	196.187579	0.006466	0.123213	0.000000	0.000167	0.008937	0.000000
677	7.000000	0.352849	219.804180	0.013342	0.152510	0.095238	0.000167	0.025737	0.000000
678	14.000000	0.373544	503.584443	0.020239	0.078486	0.032967	0.000167	0.030403	0.000000
679	5.000000	0.336078	41.071474	0.006977	0.222237	0.200000	0.000167	0.012543	0.000000
680	3.000000	0.316086	24.081733	0.003378	0.347744	0.000000	0.000167	0.003110	0.000000
681	2.000000	0.329541	9.325326	0.005676	0.510568	0.000000	0.000167	0.010057	0.000000
682	8.000000	0.353404	136.669188	0.012571	0.131285	0.000000	0.000167	0.019781	0.000000
683	2.000000	0.325953	3.337470	0.005416	0.514742	0.000000	0.000167	0.009464	0.000000
684	1.000000	0.305338	0.000000	0.002838	1.014082	0.000000	0.000167	0.005556	0.000000
685	3.000000	0.310190	46.581077	0.002827	0.350907	0.000000	0.000167	0.002110	0.000000
686	1.000000	0.253887	0.000000	0.000224	1.071006	0.000000	0.000167	0.000410	0.000000
687	22.000000	0.386403	1143.625116	0.030724	0.051966	0.038961	0.000167	0.053763	0.000000
688	2.000000	0.276478	4.885020	0.000859	0.543933	0.000000	0.000167	0.001142	0.000000
689	3.000000	0.305650	23.178200	0.002469	0.370423	0.333333	0.000167	0.003723	0.000000
690	2.000000	0.313876	1.411164	0.004864	0.510489	0.000000	0.000167	0.011041	0.000000
691	2.000000	0.307009	8.604412	0.002322	0.523304	0.000000	0.000167	0.001780	0.000000
692	3.000000	0.332839	17.503981	0.006255	0.367502	0.333333	0.000167	0.011577	0.000000
693	14.000000	0.366381	233.082370	0.021745	0.079369	0.010989	0.000167	0.041860	0.000000
694	7.000000	0.339894	158.827823	0.008460	0.155589	0.095238	0.000167	0.012799	0.000000
695	3.000000	0.300234	35.211819	0.001811	0.352744	0.000000	0.000167	0.003045	0.000000
696	3.000000	0.320714	7.913157	0.004819	0.343270	0.000000	0.000167	0.009925	0.000000
697	1.000000	0.278277	0.000000	0.000830	1.038400	0.000000	0.000167	0.000936	0.000000
698	3.000000	0.297056	12.063381	0.001644	0.357270	0.000000	0.000167	0.001667	0.000000
699	3.000000	0.316086	36.744542	0.004139	0.351781	0.000000	0.000167	0.008156	0.000000
700	20.000000	0.393514	1298.344345	0.031566	0.058259	0.063158	0.000167	0.048816	0.000000
701	4.000000	0.314316	29.279470	0.003337	0.277996	0.166667	0.000167	0.003359	0.000000
702	30.000000	0.406887	2839.531433	0.040050	0.039791	0.050575	0.000167	0.066814	0.000000
703	45.000000	0.425996	4058.652499	0.067956	0.029233	0.059596	0.000167	0.104454	0.000000
704	8.000000	0.334451	115.373288	0.008292	0.134197	0.035714	0.000167	0.013406	0.000000
705	15.000000	0.373389	964.659959	0.019291	0.076733	0.047619	0.000167	0.029043	0.000000
706	6.000000	0.333333	69.006663	0.006687	0.179357	0.066667	0.000167	0.008248	0.000000
707	3.000000	0.333086	29.500457	0.006569	0.340118	0.000000	0.000167	0.011792	0.000000
708	8.000000	0.379865	108.615975	0.023842	0.131416	0.142857	0.000167	0.045525	0.000000
709	1.000000	0.278277	0.000000	0.000830	1.038400	0.000000	0.000167	0.000936	0.000000
710	5.000000	0.341315	145.045890	0.008411	0.212879	0.200000	0.000167	0.012155	0.000000
711	2.000000	0.315752	27.674576	0.003692	0.512336	0.000000	0.000167	0.006363	0.000000
712	1.000000	0.279142	0.000000	0.000853	1.033294	0.000000	0.000167	0.000807	0.000000
713	1.000000	0.281152	0.000000	0.000945	1.058594	0.000000	0.000167	0.001058	0.000000
714	2.000000	0.300234	11.246107	0.002304	0.525547	0.000000	0.000167	0.005214	0.000000
715	2.000000	0.307114	1.490806	0.002718	0.528793	0.000000	0.000167	0.001406	0.000000
716	10.000000	0.367430	1190.062254	0.019040	0.110955	0.111111	0.000167	0.031695	0.000000
717	21.000000	0.400357	1482.461130	0.036821	0.054614	0.080952	0.000167	0.065739	0.000000
718	16.000000	0.371843	698.279993	0.021104	0.070371	0.033333	0.000167	0.037251	0.000000
719	10.000000	0.352433	660.296253	0.011632	0.122535	0.111111	0.000167	0.017922	0.000000
720	1.000000	0.266153	0.000000	0.000404	1.090000	0.000000	0.000167	0.000259	0.000000
721	13.000000	0.375104	686.064408	0.022367	0.085995	0.115385	0.000167	0.029575	0.000000
722	1.000000	0.287268	0.000000	0.001341	1.026939	0.000000	0.000167	0.001267	0.000000
723	21.000000	0.385573	1019.887834	0.028107	0.052329	0.009524	0.000167	0.053388	0.000000
724	15.000000	0.377152	356.336762	0.026829	0.074099	0.076190	0.000167	0.042163	0.000000
725	1.000000	0.303995	0.000000	0.002284	1.014703	0.000000	0.000167	0.003774	0.000000
726	16.000000	0.391285	481.754268	0.031094	0.070375	0.075000	0.000167	0.059775	0.000000
727	9.000000	0.370921	279.821270	0.020403	0.125287	0.166667	0.000167	0.031925	0.000000
728	3.000000	0.327021	42.713970	0.004829	0.347822	0.000000	0.000167	0.007366	0.000000
729	13.000000	0.385905	607.962610	0.026464	0.084160	0.089744	0.000167	0.044914	0.000000
730	3.000000	0.308910	22.267060	0.002959	0.361157	0.333333	0.000167	0.003956	0.000000
731	4.000000	0.330755	89.304769	0.005366	0.259256	0.000000	0.000167	0.007926	0.000000
732	1.000000	0.273948	0.000000	0.000750	1.043388	0.000000	0.000167	0.000539	0.000000
733	1.000000	0.269023	0.000000	0.000596	1.076389	0.000000	0.000167	0.000260	0.000000
734	1.000000	0.265602	0.000000	0.000534	1.066327	0.000000	0.000167	0.001187	0.000000
735	3.000000	0.337848	16.840056	0.007303	0.339669	0.000000	0.000167	0.013897	0.000000
736	4.000000	0.312239	223.992086	0.003577	0.272118	0.000000	0.000167	0.006898	0.000000
737	7.000000	0.326664	173.289076	0.005893	0.159156	0.000000	0.000167	0.008812	0.000000
738	1.000000	0.283728	0.000000	0.001192	1.028547	0.000000	0.000167	0.000914	0.000000
739	7.000000	0.368335	95.890083	0.018707	0.152610	0.190476	0.000167	0.032764	0.000000
740	2.000000	0.321518	7.823325	0.004333	0.511486	0.000000	0.000167	0.007325	0.000000
741	20.000000	0.382128	1025.192152	0.025549	0.058063	0.057895	0.000167	0.037710	0.000000
742	1.000000	0.280801	0.000000	0.001098	1.031217	0.000000	0.000167	0.002256	0.000000
743	26.000000	0.400000	1965.613755	0.036774	0.044277	0.040000	0.000167	0.064565	0.000000
744	12.000000	0.367130	463.636949	0.021555	0.096883	0.151515	0.000167	0.037734	0.000000
745	1.000000	0.257086	0.000000	0.000295	1.090000	0.000000	0.000167	0.000307	0.000000
746	2.000000	0.326664	3.421921	0.006047	0.507907	0.000000	0.000167	0.012423	0.000000
747	8.000000	0.354101	210.285890	0.013686	0.136967	0.107143	0.000167	0.020227	0.000000
748	7.000000	0.350371	175.484267	0.010622	0.150800	0.047619	0.000167	0.021530	0.000000
749	2.000000	0.294716	3.121503	0.001680	0.532119	0.000000	0.000167	0.001781	0.000000
750	7.000000	0.351193	257.393255	0.011160	0.163373	0.190476	0.000167	0.018577	0.000000
751	18.000000	0.386237	1718.191961	0.027313	0.063377	0.058824	0.000167	0.038811	0.000000
752	14.000000	0.360209	566.880108	0.016082	0.077818	0.021978	0.000167	0.030112	0.000000
753	1.000000	0.283908	0.000000	0.001125	1.047500	0.000000	0.000167	0.000329	0.000000
754	1.000000	0.262113	0.000000	0.000425	1.090000	0.000000	0.000167	0.000636	0.000000
755	4.000000	0.313001	40.793305	0.003844	0.279417	0.166667	0.000167	0.005347	0.000000
756	4.000000	0.307851	44.889976	0.003068	0.264040	0.000000	0.000167	0.005943	0.000000
757	10.000000	0.365189	297.678187	0.018727	0.110927	0.066667	0.000167	0.034215	0.000000
758	1.000000	0.287452	0.000000	0.001381	1.022715	0.000000	0.000167	0.003302	0.000000
759	1.000000	0.287452	0.000000	0.001381	1.022715	0.000000	0.000167	0.003302	0.000000
760	10.000000	0.358913	398.815836	0.014040	0.110821	0.088889	0.000167	0.019011	0.000000
761	8.000000	0.350781	164.125490	0.011461	0.133157	0.035714	0.000167	0.014565	0.000000
762	12.000000	0.374635	646.166159	0.021004	0.092800	0.060606	0.000167	0.033643	0.000000
763	15.000000	0.397697	448.032356	0.036647	0.075987	0.171429	0.000167	0.049276	0.000000
764	1.000000	0.321864	0.000000	0.004349	1.009708	0.000000	0.000167	0.008179	0.000000
765	8.000000	0.349009	210.539083	0.009754	0.133182	0.035714	0.000167	0.014465	0.000000
766	11.000000	0.358197	328.880634	0.016293	0.102378	0.072727	0.000167	0.031594	0.000000
767	3.000000	0.329541	13.873182	0.005922	0.341276	0.000000	0.000167	0.010728	0.000000
768	1.000000	0.261655	0.000000	0.000450	1.082645	0.000000	0.000167	0.000066	0.000000
769	2.000000	0.314096	1.997182	0.003868	0.514453	0.000000	0.000167	0.007343	0.000000
770	2.000000	0.293177	3.150295	0.001800	0.525146	0.000000	0.000167	0.002824	0.000000
771	1.000000	0.279751	0.000000	0.000941	1.036982	0.000000	0.000167	0.001770	0.000000
772	1.000000	0.273780	0.000000	0.000614	1.058594	0.000000	0.000167	0.000568	0.000000
773	4.000000	0.347254	36.947009	0.009879	0.271487	0.166667	0.000167	0.017141	0.000000
774	2.000000	0.306067	6.844759	0.002814	0.516128	0.000000	0.000167	0.003871	0.000000
775	2.000000	0.318553	4.839592	0.004000	0.512744	0.000000	0.000167	0.006607	0.000000
776	17.000000	0.392998	504.615653	0.032339	0.066403	0.102941	0.000167	0.048251	0.000000
777	1.000000	0.303995	0.000000	0.002284	1.014703	0.000000	0.000167	0.003774	0.000000
778	23.000000	0.401790	1296.616965	0.038502	0.049373	0.051383	0.000167	0.067848	0.000000
779	4.000000	0.344193	34.602917	0.009319	0.257101	0.000000	0.000167	0.016056	0.000000
780	4.000000	0.335575	59.209362	0.007260	0.270562	0.166667	0.000167	0.004583	0.000000
781	8.000000	0.364300	84.961077	0.017657	0.131419	0.071429	0.000167	0.023812	0.000000
782	12.000000	0.371074	357.778382	0.021893	0.092669	0.106061	0.000167	0.033564	0.000000
783	2.000000	0.297253	0.000000	0.001778	0.568660	1.000000	0.000167	0.001424	0.000000
784	14.000000	0.365189	507.521507	0.017086	0.080258	0.065934	0.000167	0.021916	0.000000
785	1.000000	0.315309	0.000000	0.003528	1.010308	0.000000	0.000167	0.006198	0.000000
786	13.000000	0.387737	165.312545	0.031725	0.088147	0.192308	0.000167	0.052596	0.000000
787	1.000000	0.253887	0.000000	0.000224	1.071006	0.000000	0.000167	0.000410	0.000000
788	1.000000	0.267740	0.000000	0.000634	1.049861	0.000000	0.000167	0.001287	0.000000
789	8.000000	0.351881	92.620854	0.013421	0.133722	0.071429	0.000167	0.024814	0.000000
790	1.000000	0.326071	0.000000	0.005188	1.008130	0.000000	0.000167	0.009546	0.000000
791	4.000000	0.335826	79.562011	0.007151	0.265444	0.000000	0.000167	0.003568	0.000000
792	1.000000	0.278105	0.000000	0.000916	1.043388	0.000000	0.000167	0.001541	0.000000
793	1.000000	0.274954	0.000000	0.000651	1.066327	0.000000	0.000167	0.000322	0.000000
794	2.000000	0.318666	2.598722	0.004655	0.510458	0.000000	0.000167	0.008846	0.000000
795	5.000000	0.353822	33.311714	0.011888	0.212409	0.300000	0.000167	0.017344	0.000000
796	6.000000	0.334077	117.789902	0.006704	0.179749	0.066667	0.000167	0.008691	0.000000
797	13.000000	0.364005	711.733235	0.016665	0.083059	0.025641	0.000167	0.027125	0.000000
798	2.000000	0.295784	9.323651	0.001568	0.522275	0.000000	0.000167	0.000784	0.000000
799	4.000000	0.304717	23.302785	0.002460	0.268218	0.000000	0.000167	0.004663	0.000000
800	1.000000	0.279142	0.000000	0.000853	1.033294	0.000000	0.000167	0.000807	0.000000
801	15.000000	0.387069	304.042228	0.032670	0.074865	0.085714	0.000167	0.059696	0.000000
802	14.000000	0.367280	548.708141	0.017774	0.077146	0.021978	0.000167	0.026813	0.000000
803	4.000000	0.318440	24.561968	0.003808	0.265815	0.000000	0.000167	0.004525	0.000000
804	2.000000	0.331855	4.799419	0.005542	0.509564	0.000000	0.000167	0.009557	0.000000
805	1.000000	0.303995	0.000000	0.002284	1.014703	0.000000	0.000167	0.003774	0.000000
806	1.000000	0.275038	0.000000	0.000654	1.043388	0.000000	0.000167	0.000793	0.000000
807	1.000000	0.292128	0.000000	0.001414	1.021728	0.000000	0.000167	0.002524	0.000000
808	5.000000	0.336204	55.557430	0.007625	0.209069	0.000000	0.000167	0.014581	0.000000
809	53.000000	0.442801	7342.785461	0.087247	0.025075	0.056604	0.000167	0.159534	0.000000
810	3.000000	0.309016	19.095440	0.002978	0.345614	0.000000	0.000167	0.005642	0.000000
811	2.000000	0.316643	5.475812	0.003558	0.515201	0.000000	0.000167	0.005143	0.000000
812	7.000000	0.326664	154.613292	0.005231	0.153950	0.000000	0.000167	0.006558	0.000000
813	1.000000	0.313110	0.000000	0.003228	1.011362	0.000000	0.000167	0.005789	0.000000
814	1.000000	0.273780	0.000000	0.000614	1.058594	0.000000	0.000167	0.000568	0.000000
815	1.000000	0.303995	0.000000	0.002284	1.014703	0.000000	0.000167	0.003774	0.000000
816	8.000000	0.340409	154.234722	0.009404	0.136408	0.071429	0.000167	0.012586	0.000000
817	1.000000	0.293368	0.000000	0.001590	1.023200	0.000000	0.000167	0.001950	0.000000
818	10.000000	0.366531	162.864724	0.018314	0.113016	0.133333	0.000167	0.027994	0.000000
819	2.000000	0.284447	15.000382	0.001132	0.526467	0.000000	0.000167	0.002233	0.000000
820	10.000000	0.362682	208.540921	0.015714	0.107087	0.044444	0.000167	0.026846	0.000000
821	1.000000	0.285805	0.000000	0.001211	1.027755	0.000000	0.000167	0.000821	0.000000
822	2.000000	0.311914	3.774768	0.002916	0.515270	0.000000	0.000167	0.003223	0.000000
823	1.000000	0.296467	0.000000	0.001754	1.024984	0.000000	0.000167	0.001634	0.000000
824	2.000000	0.308273	8.849751	0.002434	0.514835	0.000000	0.000167	0.003061	0.000000
825	3.000000	0.328697	8.409274	0.006619	0.356760	0.333333	0.000167	0.010502	0.000000
826	1.000000	0.313110	0.000000	0.003228	1.011362	0.000000	0.000167	0.005789	0.000000
827	1.000000	0.313110	0.000000	0.003228	1.011362	0.000000	0.000167	0.005789	0.000000
828	3.000000	0.309548	16.431917	0.003411	0.355267	0.000000	0.000167	0.001885	0.000000
829	3.000000	0.319119	8.428504	0.004288	0.346384	0.000000	0.000167	0.007284	0.000000
830	4.000000	0.338230	27.625488	0.008101	0.262689	0.166667	0.000167	0.011763	0.000000
831	4.000000	0.340409	35.430335	0.008659	0.259712	0.000000	0.000167	0.005472	0.000000
832	3.000000	0.311697	18.476525	0.003638	0.344148	0.000000	0.000167	0.008026	0.000000
833	3.000000	0.321864	27.556056	0.004855	0.346695	0.000000	0.000167	0.009336	0.000000
834	2.000000	0.331488	0.000000	0.006905	0.531386	1.000000	0.000167	0.010682	0.000000
835	15.000000	0.363269	788.420517	0.018703	0.075583	0.038095	0.000167	0.026739	0.000000
836	1.000000	0.274031	0.000000	0.000655	1.049861	0.000000	0.000167	0.000133	0.000000
837	1.000000	0.278969	0.000000	0.000868	1.043388	0.000000	0.000167	0.001086	0.000000
838	1.000000	0.275883	0.000000	0.000809	1.055363	0.000000	0.000167	0.001901	0.000000
839	2.000000	0.283818	7.202855	0.001313	0.531261	0.000000	0.000167	0.002313	0.000000
840	20.000000	0.381154	827.220526	0.025966	0.055804	0.021053	0.000167	0.046108	0.000000
841	7.000000	0.358769	66.394923	0.016458	0.151703	0.095238	0.000167	0.031932	0.000000
842	4.000000	0.318101	69.211682	0.003885	0.262237	0.000000	0.000167	0.005773	0.000000
843	1.000000	0.275038	0.000000	0.000654	1.043388	0.000000	0.000167	0.000793	0.000000
844	14.000000	0.366232	561.398439	0.017566	0.078201	0.021978	0.000167	0.034098	0.000000
845	1.000000	0.295589	0.000000	0.001746	1.024984	0.000000	0.000167	0.002699	0.000000
846	8.000000	0.359488	210.122129	0.016077	0.131435	0.000000	0.000167	0.030434	0.000000
847	1.000000	0.279751	0.000000	0.000941	1.036982	0.000000	0.000167	0.001770	0.000000
848	3.000000	0.305546	34.531420	0.002061	0.384438	0.333333	0.000167	0.001246	0.000000
849	19.000000	0.394552	2472.976073	0.035930	0.058881	0.046784	0.000167	0.068786	0.000000
850	16.000000	0.394899	621.668824	0.032376	0.069631	0.075000	0.000167	0.057199	0.000000
851	1.000000	0.282746	0.000000	0.001075	1.035503	0.000000	0.000167	0.001189	0.000000
852	5.000000	0.342356	10.184699	0.010575	0.213609	0.200000	0.000167	0.016537	0.000000
853	13.000000	0.387737	316.658856	0.028365	0.086955	0.153846	0.000167	0.048146	0.000000
854	1.000000	0.309548	0.000000	0.002716	1.015148	0.000000	0.000167	0.000809	0.000000
855	7.000000	0.342095	263.983907	0.008420	0.150608	0.000000	0.000167	0.014585	0.000000
856	2.000000	0.306171	0.000000	0.002474	0.556776	1.000000	0.000167	0.002798	0.000000
857	1.000000	0.321518	0.000000	0.004484	1.007751	0.000000	0.000167	0.009143	0.000000
858	1.000000	0.274702	0.000000	0.000762	1.058594	0.000000	0.000167	0.000843	0.000000
859	1.000000	0.289025	0.000000	0.001458	1.030273	0.000000	0.000167	0.000381	0.000000
860	4.000000	0.336961	30.047139	0.007726	0.260232	0.000000	0.000167	0.013692	0.000000
861	2.000000	0.300334	2.721940	0.002092	0.520394	0.000000	0.000167	0.003514	0.000000
862	2.000000	0.286261	2.852296	0.001520	0.533843	0.000000	0.000167	0.002166	0.000000
863	1.000000	0.279316	0.000000	0.000832	1.038400	0.000000	0.000167	0.000767	0.000000
864	3.000000	0.326783	14.349483	0.005627	0.343161	0.000000	0.000167	0.011338	0.000000
865	9.000000	0.350918	454.708171	0.011637	0.126471	0.055556	0.000167	0.012566	0.000000
866	17.000000	0.375418	777.992290	0.022376	0.065054	0.022059	0.000167	0.039793	0.000000
867	5.000000	0.331978	55.845142	0.006931	0.213922	0.000000	0.000167	0.012275	0.000000
868	9.000000	0.344193	100.306326	0.012507	0.120812	0.055556	0.000167	0.018935	0.000000
869	2.000000	0.281064	7.847328	0.000973	0.533163	0.000000	0.000167	0.001601	0.000000
870	3.000000	0.330026	2.181270	0.006823	0.364151	0.666667	0.000167	0.007055	0.000000
871	9.000000	0.361659	363.512291	0.018289	0.119454	0.055556	0.000167	0.027908	0.000000
872	3.000000	0.332346	34.857710	0.006643	0.342906	0.000000	0.000167	0.010924	0.000000
